category_en,category_ja,name_ja,name_en,gender,angle,prompt_tag,prompt_full,filename,danbooru_rank,danbooru_count
Bangs,前髪,目隠れ前髪,Hair Over Eyes,f,front,hair over eyes,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, hair over eyes, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_hair_over_eyes,5,20670
Bangs,前髪,片目隠れ,Hair Over One Eye,f,front,hair over one eye,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, hair over one eye, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_hair_over_one_eye,3,245322
Bangs,前髪,M字バング,M-Shaped Bangs,f,front,m-shaped bangs,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, m-shaped bangs, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_m_shaped_bangs,,
Bangs,前髪,前髪なし,No Bangs,m,front,"no bangs, forehead exposed","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, no bangs, forehead exposed, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_no_bangs,,
Bangs,前髪,かきあげ前髪,Swept-Up Bangs,f,front,"swept up bangs, voluminous center-parted fringe","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, swept up bangs, voluminous center-parted fringe, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_swept_up_bangs,,
Bangs,前髪,うざバング,Long See-Through Bangs,f,front,long see-through bangs covering eyebrows,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, long see-through bangs covering eyebrows, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_long_see_through_bangs,,
Bangs,前髪,アシメ前髪,Asymmetric Bangs,f,front,asymmetric uneven bangs,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, asymmetric uneven bangs, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_asymmetric_bangs,,
Bangs,前髪,ぱっつん厚め前髪,Thick Straight Bangs,f,front,thick heavy straight bangs,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, thick heavy straight bangs, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_thick_straight_bangs,,
Hair Parts,パーツ,もみあげ・サイドの房,Sidelocks,f,front,sidelocks,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, sidelocks, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_sidelocks,2,612620
Hair Parts,パーツ,触覚,Face-Framing Strands,f,front,long face-framing strands,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, long face-framing strands, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_face_framing_strands,,
Hair Parts,パーツ,アホ毛,Ahoge,f,front,ahoge,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, ahoge, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_ahoge,1,648770
Hair Parts,パーツ,後れ毛,Stray Hair,f,front,stray hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, stray hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_stray_hair,9,76
Hair Parts,パーツ,インテークヘア,Hair Intakes,f,front,hair intakes,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, hair intakes, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_hair_intakes,1,114922
Hair Parts,パーツ,襟足(長め),Long Nape Hair,f,back,long nape hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, long nape hair, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_long_nape_hair,,
Hair Parts,パーツ,つむじ・分け目,Visible Part Line,f,front,"visible hair parting, scalp part line","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, visible hair parting, scalp part line, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_visible_part_line,,
Hair Parts,パーツ,跳ね毛・アンテナ,Cowlick Strands,f,front,"cowlick, sticking up hair strands","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, cowlick, sticking up hair strands, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_cowlick_strands,,
Hair Parts,パーツ,エクステ・付け毛,Hair Extensions,f,back,"long hair extensions, layered wefts","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, long hair extensions, layered wefts, from behind, three-quarter rear view, facing away, back of head visible, upper body, waist up, simple background, solo",hair_parts_hair_extensions,,
Salon Trend,サロン(トレンド),韓国風くびれヘア,Korean Hush Cut,f,front,"hush cut, korean layered hair, curtain bangs","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, hush cut, korean layered hair, curtain bangs, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_korean_hush_cut,,
Salon Trend,サロン(トレンド),レイヤーロブ,Layered Lob,f,front,"long bob, layered lob, textured ends","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, long bob, layered lob, textured ends, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_layered_lob,,
Salon Trend,サロン(トレンド),ハンサムショート,Handsome Short,f,front,"handsome short cut, tomboy short hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, handsome short cut, tomboy short hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_handsome_short,,
Salon Trend,サロン(トレンド),ニュアンスパーマ,Soft Wave Perm,f,front,"loose wave perm, soft nuance curls","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, loose wave perm, soft nuance curls, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_soft_wave_perm,,
Salon Trend,サロン(トレンド),エアリーボブ,Airy Bob,f,front,"airy bob, fluffy layered bob","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, airy bob, fluffy layered bob, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_airy_bob,,
Salon Trend,サロン(トレンド),インナーカラー,Inner Color Hair,f,front,colored inner hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, colored inner hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_inner_color_hair,,
Salon Trend,サロン(トレンド),イヤリングカラー,Earring Color,f,front,"earring color hair, face framing highlight","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, earring color hair, face framing highlight, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_earring_color,,
Salon Trend,サロン(トレンド),グラデーションカラー,Gradient Color,f,side,"gradient hair color, ombre hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, gradient hair color, ombre hair, from side, profile view, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_gradient_color,,
Salon Trend,サロン(トレンド),ハイトーンブリーチ,Platinum Blonde,f,front,"platinum blonde hair, bleached high tone","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, platinum blonde hair, bleached high tone, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_platinum_blonde,,
Salon Trend,サロン(トレンド),タッセルボブ,Tassel Bob,f,front,"tassel bob, blunt textured bob","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, tassel bob, blunt textured bob, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_trend_tassel_bob,,
Salon Trend,サロン(トレンド),ウルフロング,Long Wolf,f,front,"long wolf cut, layered mullet","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, long wolf cut, layered mullet, three-quarter front view, slightly angled, looking at viewer, upper body, waist up, simple background, solo",salon_trend_long_wolf,,
Salon Trend,サロン(トレンド),ぱっつんワンレン,Blunt One-Length,f,front,"blunt one-length hair, straight long hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, blunt one-length hair, straight long hair, three-quarter front view, slightly angled, looking at viewer, upper body, waist up, simple background, solo",salon_trend_blunt_one_length,,
Salon Men,サロン(メンズ),スパイラルパーマ,Spiral Perm (Men),m,front,"mens spiral perm, curly textured hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, mens spiral perm, curly textured hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_spiral_perm_men,,
Salon Men,サロン(メンズ),センターパート(メンズ),Center Part (Men),m,front,"mens center part, parted fringe","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, mens center part, parted fringe, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_center_part_men,,
Salon Men,サロン(メンズ),コンマヘア,Comma Hair,m,front,"comma hair, korean mens hairstyle, comma bangs","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, comma hair, korean mens hairstyle, comma bangs, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_comma_hair,,
Salon Men,サロン(メンズ),ソフトモヒカン,Soft Mohawk,m,front,"soft mohawk, short faux hawk","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, soft mohawk, short faux hawk, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_soft_mohawk,,
Salon Men,サロン(メンズ),ジェットモヒカン,Spiky Faux Hawk,m,front,"spiky faux hawk, mens spiky hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, spiky faux hawk, mens spiky hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_spiky_faux_hawk,,
Salon Men,サロン(メンズ),ツーブロックパーマ,Undercut Perm,m,front,"mens undercut with perm, two block perm","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, mens undercut with perm, two block perm, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_undercut_perm,,
Salon Men,サロン(メンズ),バーバースタイル,Barber Style Fade,m,side,"barber style, skin fade, side part","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, barber style, skin fade, side part, from side, profile view, head and shoulders portrait, above shoulders, simple background, solo",salon_men_barber_style_fade,,
Salon Men,サロン(メンズ),ナチュラルマッシュ,Natural Mash (Men),m,front,"mens natural mushroom cut, soft mash","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, mens natural mushroom cut, soft mash, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_natural_mash_men,,
Salon Men,サロン(メンズ),アップバング,Up Bang,m,front,"up bang, swept up fringe, mens hairstyle","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, up bang, swept up fringe, mens hairstyle, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_up_bang,,
Salon Men,サロン(メンズ),ビジネスショート,Business Short,m,front,"mens business short hair, clean cut","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, mens business short hair, clean cut, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_business_short,,
Salon Men,サロン(メンズ),マンバン,Man Bun,m,back,"man bun, tied back mens long hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, man bun, tied back mens long hair, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",salon_men_man_bun,,
Salon Men,サロン(メンズ),坊主・スキンヘッド,Shaved Head,m,front,"shaved head, bald, skinhead","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, shaved head, bald, skinhead, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",salon_men_shaved_head,,
Occupation,職業・転身,軍人(刈り上げ),Military High and Tight,m,front,"military haircut, high and tight, buzzed sides","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, military haircut, high and tight, buzzed sides, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",occupation_military_high_and_tight,,
Occupation,職業・転身,僧侶(剃髪),Monk Shaved Head,m,front,"buddhist monk, shaved head, bald","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, buddhist monk, shaved head, bald, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",occupation_monk_shaved_head,,
Occupation,職業・転身,力士(大銀杏),Sumo Oicho Topknot,m,back,"sumo wrestler oicho topknot, ginkgo leaf chonmage","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, sumo wrestler oicho topknot, ginkgo leaf chonmage, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",occupation_sumo_oicho_topknot,,
Occupation,職業・転身,メイド(シニヨン),Maid Bun,f,back,"maid hairstyle, neat low bun, headdress","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, maid hairstyle, neat low bun, headdress, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",occupation_maid_bun,,
Occupation,職業・転身,ナース(まとめ髪),Nurse Tied Hair,f,back,"nurse tied back hair, neat ponytail","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, nurse tied back hair, neat ponytail, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",occupation_nurse_tied_hair,,
Occupation,職業・転身,バレリーナ(シニヨン),Ballerina Bun,f,back,"ballerina bun, sleek classical bun","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, ballerina bun, sleek classical bun, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",occupation_ballerina_bun,,
Occupation,職業・転身,シェフ(ネット),Chef Hair Net,f,back,"chef hair under net, tucked hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, chef hair under net, tucked hair, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",occupation_chef_hair_net,,
Occupation,職業・転身,巫女(垂髪),Miko Tied Hair,f,back,"shrine maiden hairstyle, low tied long black hair, mizuhiki","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, shrine maiden hairstyle, low tied long black hair, mizuhiki, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",occupation_miko_tied_hair,,
Occupation,職業・転身,執事(撫でつけ),Butler Slicked Hair,m,front,"butler slicked back hair, neat formal","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, butler slicked back hair, neat formal, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",occupation_butler_slicked_hair,,
Occupation,職業・転身,パンク(モヒカン),Punk Mohawk,m,side,"punk tall mohawk, dyed spikes","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, punk tall mohawk, dyed spikes, from side, profile view, head and shoulders portrait, above shoulders, simple background, solo",occupation_punk_mohawk,,
Period Japanese,時代物(和),ちょんまげ(武士),Samurai Chonmage,m,side,"samurai chonmage topknot, edo period","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, samurai chonmage topknot, edo period, from side, profile view, head and shoulders portrait, above shoulders, simple background, solo",period_japanese_samurai_chonmage,,
Period Japanese,時代物(和),総髪,Sohatsu Tied Hair,m,back,"sohatsu, ronin tied back long hair, edo period","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1boy, man, sohatsu, ronin tied back long hair, edo period, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",period_japanese_sohatsu_tied_hair,,
Period Japanese,時代物(和),島田髷,Shimada Mage,f,back,"shimada mage, traditional japanese updo, geisha","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, shimada mage, traditional japanese updo, geisha, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",period_japanese_shimada_mage,,
Period Japanese,時代物(和),桃割れ,Momoware,f,back,"momoware, young woman traditional japanese hairstyle","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, momoware, young woman traditional japanese hairstyle, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",period_japanese_momoware,,
Period Japanese,時代物(和),丸髷,Marumage,f,back,"marumage, married woman traditional updo","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, marumage, married woman traditional updo, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",period_japanese_marumage,,
Period Japanese,時代物(和),おかっぱ(大正),Taisho Bob,f,front,"taisho era bob, blunt black bob","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, taisho era bob, blunt black bob, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_japanese_taisho_bob,,
Period Japanese,時代物(和),稚児髷,Chigo Mage,f,front,"chigo hairstyle, child traditional japanese style","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, chigo hairstyle, child traditional japanese style, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_japanese_chigo_mage,,
Period Japanese,時代物(和),垂髪(平安),Heian Suihatsu,f,back,"heian period long straight hair, suberakashi","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, japanese, 1girl, woman, heian period long straight hair, suberakashi, from behind, three-quarter rear view, facing away, back of head visible, upper body, waist up, simple background, solo",period_japanese_heian_suihatsu,,
Period Western,時代物(洋),ポンパドゥール(貴族),Baroque Pompadour,f,front,"baroque high pompadour, rococo powdered hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, baroque high pompadour, rococo powdered hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_baroque_pompadour,,
Period Western,時代物(洋),リングレット(ビクトリア),Victorian Ringlets,f,front,"victorian ringlets, sausage curls","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, victorian ringlets, sausage curls, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_victorian_ringlets,,
Period Western,時代物(洋),フィンガーウェーブ,Finger Wave,f,front,"1920s finger wave, marcel wave bob","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, 1920s finger wave, marcel wave bob, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_finger_wave,,
Period Western,時代物(洋),ビクトリーロール,Victory Rolls,f,front,"1940s victory rolls, pin up hairstyle","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, 1940s victory rolls, pin up hairstyle, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_victory_rolls,,
Period Western,時代物(洋),ビーハイブ,Beehive,f,front,"1960s beehive hairstyle, tall teased updo","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, 1960s beehive hairstyle, tall teased updo, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_beehive,,
Period Western,時代物(洋),アフロ(70s),Afro,any,front,"70s afro hairstyle, round natural curls","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, 70s afro hairstyle, round natural curls, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_afro,,
Period Western,時代物(洋),パウダーウィッグ,Powdered Wig,m,front,"18th century powdered wig, aristocrat","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1boy, man, 18th century powdered wig, aristocrat, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_powdered_wig,,
Period Western,時代物(洋),騎士(ボウルカット),Medieval Bowl Cut,m,front,"medieval bowl cut, knight hairstyle","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1boy, man, medieval bowl cut, knight hairstyle, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",period_western_medieval_bowl_cut,,
Fantasy,創作・ファンタジー,エルフ(長髪+編み込み),Elf Braided Long,f,front,"elf long hair with side braids, fantasy","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, elf long hair with side braids, fantasy, three-quarter front view, slightly angled, looking at viewer, upper body, waist up, simple background, solo",fantasy_elf_braided_long,,
Fantasy,創作・ファンタジー,姫(ティアラ編み),Princess Tiara Braid,f,front,"princess hairstyle, crown braid with tiara","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, princess hairstyle, crown braid with tiara, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",fantasy_princess_tiara_braid,,
Fantasy,創作・ファンタジー,魔女(ロングウェーブ),Witch Long Wave,f,side,"witch long wavy hair, dark fantasy","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, witch long wavy hair, dark fantasy, from side, profile view, upper body, waist up, simple background, solo",fantasy_witch_long_wave,,
Fantasy,創作・ファンタジー,戦士(ハーフアップ結び),Warrior Half-Up,m,front,"warrior half up tied hair, fantasy fighter","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1boy, man, warrior half up tied hair, fantasy fighter, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",fantasy_warrior_half_up,,
Fantasy,創作・ファンタジー,海賊(バンダナ束ね),Pirate Bandana Hair,m,front,"pirate hairstyle, bandana, rough tied hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1boy, man, pirate hairstyle, bandana, rough tied hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",fantasy_pirate_bandana_hair,,
Fantasy,創作・ファンタジー,獣耳(ケモミミ),Beast Ears Hair,f,front,"animal ears, kemonomimi, fluffy hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, animal ears, kemonomimi, fluffy hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",fantasy_beast_ears_hair,,
Fantasy,創作・ファンタジー,ドリル縦ロール(令嬢),Ojou Drill Curls,f,front,"ojou-sama drill curls, ringlet twin curls","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, ojou-sama drill curls, ringlet twin curls, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",fantasy_ojou_drill_curls,,
Fantasy,創作・ファンタジー,サイバーパンク(刈り上げ染め),Cyberpunk Undercut,any,side,"cyberpunk neon dyed undercut, shaved pattern","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, cyberpunk neon dyed undercut, shaved pattern, from side, profile view, head and shoulders portrait, above shoulders, simple background, solo",fantasy_cyberpunk_undercut,,
Fantasy,創作・ファンタジー,天使(ふわふわ金髪),Angelic Blonde,f,front,"angelic fluffy blonde hair, halo, soft glow","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, angelic fluffy blonde hair, halo, soft glow, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",fantasy_angelic_blonde,,
Fantasy,創作・ファンタジー,龍人(角+長髪),Dragonkin Horned Hair,any,front,"dragon horns with long flowing hair, fantasy","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, dragon horns with long flowing hair, fantasy, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",fantasy_dragonkin_horned_hair,,
Hair Color,髪色,黒髪,Black Hair,f,front,black hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, black hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_black_hair,2,1504581
Hair Color,髪色,ダークブラウン,Dark Brown Hair,f,front,dark brown hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, dark brown hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_dark_brown_hair,,
Hair Color,髪色,ブラウン,Brown Hair,f,front,brown hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, brown hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_brown_hair,3,1487487
